"V","PE"
73.5,438.62
40.89,471.99
60.84,444.13
63.9,447.36
44.84,467.18
68.28,438
49.3,439.46
42.99,468.45
59.22,442.13
70.4,432.52
39.37,487.3
41.39,475.13
54.3,467.87
45.61,457.88
69.88,433.24
41.79,455.42
66.05,441.16
42.34,469.3
41.35,460.46
69.94,445.91
44.9,464.25
64.69,435.39
42.86,463.62
60.1,453.94
40.23,484.22
43.14,464.55
49.64,434.12
44.92,458.36
43.02,466.69
42.07,460.66
64.05,442.37
58.96,452.03
38.38,477.76
66.51,458.73
52.84,440.28
75.33,433.39
74.67,427.98
38.73,467.89
66.49,437.38
75.33,433.29
39.54,469.23
41.01,474.09
65.12,448.5
72.99,433.24
72.43,436.89
44.71,486.3
71.14,457.1
53.16,455.69
58.98,441.33
65.18,437.26
48.92,464.17
57.32,443.87
64.96,427.65
39.37,478.19
69.48,430.75
73.06,431.77
73.17,437.98
74.99,433.07
68.63,454.36
59.21,449.23
66.86,456.56
60.96,446.77
39.16,478.45
60.32,443.44
43.22,463.71
63.86,441.73
35.79,484.64
41.5,471.13
60.95,446.4
63.13,439.94
41.1,462.4
63.94,450.55
66.05,440.67
74.78,442.28
69.98,432.11
40.62,469.9
41.48,456.04
77.17,437.65
40.22,481.23
70.79,434.47
45.51,469.08
68.51,430.19
38.56,484.45
48.41,444.69
66.54,425.91
44.6,463.99
41.17,479.21
38.5,482.96
41.26,476.09
75.33,431.79
48.04,465.63
40.64,464.03
62.96,444.83
68.08,431.25
75.23,443.78
37.49,479.78
59.27,440.44
43.34,463.99
39.61,468.75
66.54,449.22
69.68,437.35
72.43,439.39
71.77,434.89
69.45,435.74
70.98,435.66
41.74,480.62
43.13,486.36
59.57,439.44
45.08,465.5
69.51,446.34
77.54,432.89
67.17,443.43
39.64,478.37
44.92,460.21
48.79,464.14
74.16,436.23
59.39,440.26
40.81,473.08
68.08,436.07
58.46,442.03
52.72,467.21
73.9,441.31
53.82,462.86
74.22,440.32
39.96,471.6
40.43,489.66
44.71,486.07
66.44,429.32
50.16,448.32
71.98,434.11
65.06,439.66
43.56,482.52
71.77,435.53
59.44,444.36
69.98,429.66
43.5,464.08
70.72,441.37
68.24,427.96
35.4,469.61
42.03,470.41
36.08,486.37
58.12,449.13
48.92,440.09
35.77,475.88
39,466.96
51.86,460
37.14,478.95
71.98,435.72
64.05,442.75
43.79,482.8
58.95,442.27
52.84,445.54
41.67,476.73
67.9,444.06
71.64,438.96
72.24,435.08
60.95,450.31
70.98,435.04
61.41,452.85
52.72,457.26
64.27,445.12
48.78,454.23
41.46,479.65
44.05,445.32
65.74,440.54
43.41,462.94
41.2,478.34
74.78,440.84
69.94,440.63
61.87,444.03
39.04,479.35
44.34,473.46
71.58,432.11
41.58,460.8
42.04,463.08
63.47,443.66
42.77,463.06
39.64,487.19
40.07,488.02
52.08,451.06
39.4,484.09
40.66,459.46
50.9,459.91
75.6,440.05
69.14,431.35
39.9,488.81
56.53,456.04
39.61,480.58
76.86,431.74
68.12,436.42
42.86,467.5
44.71,468.88
70.02,442.2
73.88,440.28
66.75,434.6
39.04,479.15
74.34,430.57
74.34,434.15
40.66,461.81
45.87,465.6
49.82,452.09
53.16,457.26
37.92,472.51
59.15,451.09
43.71,466.39
68.63,447.3
48.06,447.96
47.01,455.39
72.99,440.46
41.67,469.17
38.68,487.07
42.02,472.64
68.94,434.51
56.57,443.92
41.5,469.92
40.72,482.79
40.56,474.71
45.08,470.35
61.08,446.32
71.29,437.03
63.78,442.6
48.78,451.58
50.32,444.23
67.79,449.04
66.54,443.03
59.14,449.82
66.54,433.81
70.32,432.59
67.32,436.17
51.43,441.01
43.77,448.46
78.11,435.71
59.21,450.24
43.99,466.75
41.48,454.25
49.16,439.45
43.69,463.88
58.79,445.75
39.82,477.54
45.01,457.85
42.86,473.76
38.56,485.57
40.64,478.78
53.82,459.16
73.21,431.68
45,471.42
65.59,441.8
71.98,426.52
39.72,455.81
65.46,450.54
52.9,456.64
66.05,421.57
71.73,435.67
66.48,432.89
40.1,474.59
63.07,443.1
53.16,457.99
58.66,449.8
39.3,464.32
65.59,440.56
50.16,452.06
63.13,440.15
45.38,460.18
58.62,449.11
48.92,455.11
56.89,450.07
62.26,448.64
40.62,467.6
65.46,445.27
71.32,434.01
58.59,451.03
71.43,443.68
45.01,450.6
35.77,483.36
41.17,478.1
60.08,454.39
49.25,454.66
69.13,433.95
36.3,483.43
39.53,457.09
60.07,440.62
43.69,481.34
63.87,442.71
45.64,459.59
40.56,470.22
45.87,481.03
57.5,451.42
52.84,450.19
50.88,456.16
40.75,476.28
40.89,471.42
69.59,434.1
71.32,436.61
51.43,449.63
44.63,455.58
51.43,445.34
41.54,479.08
56.65,457.55
39.18,471.32
65.18,436.24
43.5,463.5
56.03,460.76
68.08,435.78
41.92,463.81
39.61,477.18
40.2,465.53
73.68,430.29
42.28,469.02
74.87,444.88
44.37,429.81
65.38,449.82
49.83,468.22
75.33,431.32
39.81,484.98
68.67,433.94
41.79,479.02
53.16,458.49
52.08,452.19
44.68,478.82
49.78,451.24
50.16,450.14
56.89,441.85
48.78,462.96
44.47,467.14
44.9,457.6
52.05,456.81
43.7,476.04
40.75,475.07
40.69,485.18
57.25,451.95
41.66,483.38
43.69,465.2
44.58,468.01
69.4,425.3
59.43,436.67
58.96,453.88
60.07,438.54
39.64,474.79
41.39,476.31
50.59,467.23
60.1,456.25
69.45,438.5
52.84,439.86
39.81,483.16
40.23,475.48
58.82,442.98
46.18,456.2
69.23,433.74
40.27,477.61
65.48,442.02
69.71,434.05
47.01,457.76
38.73,471.3
25.88,464.25
39.82,477.14
45.51,469.79
60.23,438.88
58.79,444.64
41.46,480.83
60.37,437.78
45.01,460.91
60.27,439.52
64.96,428.79
58.79,444.34
57.17,452.67
41.78,465.62
72.24,432.3
63.56,445
57.76,449.95
66.48,429.67
42.34,470.91
59.54,441.32
71.29,442.65
43.7,471.8
56.86,434.08
39.59,464.63
50.16,440.98
64.45,449.97
35.76,473.48
45.09,458.46
52.75,460.77
43.56,477.5
59.14,448.82
57.76,451.39
46.63,456.36
40.71,465.42
40.1,470.76
70.83,430.91
35.79,484.03
66.25,435.41
39.63,467.33
71.73,436.7
61.02,443.23
54.2,438.84
66.75,435.03
36.66,479.08
44.71,464.38
70.04,431.7
51.43,439.12
41.78,467.67
69.05,438.12
40.11,473.97
48.04,461.36
77.95,436.94
66.44,433.01
51.3,448.86
60.23,438.99
51.3,452.5
35.71,469.37
66.54,438.87
62.52,449.98
48.41,440.92
77.95,434.76
60.27,443.31
40.64,483.01
37.92,470.49
39.54,462.52
40.56,486.7
52.75,467.48
39.59,465.23
48.06,459.63
71.29,442.58
65.61,442.94
63.91,446.02
49.64,468.14
63.56,442.28
39.81,484.13
48.6,442.08
39.58,473.09
44.06,456.8
42.32,464.56
43.65,485.24
45.87,449.54
39.61,488.32
37.85,465.58
69.45,442.73
77.54,433.21
34.03,470.49
49.15,458.75
67.32,445.31
63.09,444.19
43.71,465.14
59.21,450.81
40.81,487.8
58.2,460.54
40.83,472.72
52.72,459.12
44.89,459.69
43.65,481.61
40.83,471.26
47.45,450.22
44.85,476.83
49.78,451.41
50.9,460.75
69.71,438.6
65.34,446.92
67.79,445.87
43.79,462.28
48.92,462.38
40.64,478.27
72.86,441.37
41.31,484.51
59.21,440.03
71.32,430.44
35.47,489.04
70.32,436.03
69.88,434.83
63.31,438.6
73.03,438.49
62.44,438.25
72.24,434.54
43.41,466.06
47.43,446.79
44.47,466.66
63.86,442.89
47.01,452.32
44.92,462.64
63.56,446.3
69.05,429.31
69.89,436.33
62.08,447.04
43.41,463.86
60.07,453.27
41.74,473.45
56.65,456.49
72.58,428.62
42.86,464.44
43.02,468.19
44.57,454.36
77.17,432.84
39.59,465
73.21,431.19
65.48,439.72
58.69,439.32
40.75,470.48
59.21,450.26
48.14,449.09
41.82,483.11
63.73,438.42
58.59,457.74
62.44,448.13
69.94,439.86
25.36,469.51
75.33,432.65
67.9,426.13
58.59,456.91
65.06,446.64
41.58,468.19
40.81,474.71
38.28,465.7
69.88,434.32
39.61,471.92
41.39,469.6
41.16,465.24
60.08,454.47
69.14,433.62
44.9,463.1
39.82,466.89
65.12,441.62
40.11,470.71
59.14,439.6
76.09,432.45
70.32,433.47
39.72,457.45
71.98,426.93
70.47,434.56
40.07,489.45
68.94,433.45
40.27,474.93
44.21,462.42
42.28,463.83
77.54,435.38
57.32,441.6
68.14,427.06
65.34,447.25
44.63,458.96
68.51,428.89
40.72,485.3
48.41,443.04
39.04,482.55
43.69,478.48
51.43,437.71
50.59,469.13
66.54,440.8
39.54,471.16
71.32,433.59
70.94,432.07
62.91,444.19
57.69,438.29
71.14,434.03
72.29,445.73
67.83,425.75
67.32,436.64
41.35,464.56
44.89,447.07
63.21,441.23
40.72,487.09
68.67,445.32
60.84,440.22
53.82,464.27
49.83,454.18
41.26,484.71
52.84,439.49
59.07,441.93
58.86,445.46
69.51,429.29
58.46,443.75
42.32,463.06
45,479.69
37.5,474.36
76.86,437.31
39.16,472.47
44.21,476.02
66.48,434.5
61.41,448.55
45.09,452.84
50.59,462.2
69.71,437.7
42.99,469.34
60.08,452.31
59.21,447.67
68.08,430.32
58.05,444.57
73.17,432.24
68.08,445.41
73.18,435.85
62.52,447.96
68.94,434.11
36.66,479.06
75.08,444.63
40.73,459.19
68.28,450.22
49.16,444.99
43.69,463.02
41.26,462.25
44.92,476.99
42.32,483.88
41.92,468.41
48.06,444.01
65.74,441.51
41.58,459.75
59.87,449.74
66.86,452.77
57.85,448.21
62.39,452.31
45,467.54
58.9,439.11
67.51,446.97
68.31,447.85
65.34,444.55
68.51,430.09
39.96,473.51
51.86,447.57
68.24,428.44
58.66,453.92
44.85,477.03
37.87,461.06
58.79,443.5
44.92,467.22
40.02,478.81
68.51,428.68
43.69,475.36
68.63,448.01
52.9,458.26
66.75,433.88
40.89,472.15
39.96,476.03
40.07,491.4
63.09,449.65
61.47,448.01
45.08,468.35
65.94,448.88
61.47,438.73
49.16,444.69
69.48,430.14
38.01,462.54
38.28,466.75
38.28,467.43
66.25,439.77
63.77,436.01
60.27,441.74
61.87,446.76
40.96,473.66
69.04,448.6
49.21,446.54
56.65,457.17
68.12,437.11
49.21,449.01
40.56,485.87
73.21,432.78
58.46,449.32
44.9,460.19
53.16,457.98
67.07,439.03
63.31,432.62
41.76,463.6
41.54,459.06
72.24,433.31
40.24,467.2
40.81,474.01
44.68,462.53
25.36,469.92
63.09,446.75
34.69,480.87
41.03,482.16
34.03,474.18
41.01,467.81
38.73,469.81
74.22,432
45.38,461.99
65.34,444.06
64.15,450.89
65.06,441.4
77.95,435.96
44.77,468.43
40.69,476.27
59.39,438.08
75.6,436.89
67.32,443.17
41.17,475.85
61.86,441.48
73.18,427.01
45.09,457.54
71.73,434.16
60.32,446.58
39.31,464.16
44.85,462.54
37.87,461.33
58.79,448.84
63.09,442.79
71.14,430.85
71.22,438.77
40.27,479.44
41.16,463.86
40.64,485.43
74.99,432.34
59.15,443.76
68.12,435.28
37.83,473.66
66.54,436.69
49.39,449.26
69.94,443.31
70.04,432.93
41.79,455.63
50.32,445.31
35.19,484.42
67.25,438.62
38.91,484.32
60.96,439.77
63.77,441.97
58.66,454.21
41.38,479.23
68.12,447.16
45.01,455.21
39.3,467.54
67.45,434.01
68.94,427.42
35.57,487.72
49.21,454.86
44.47,462.92
56.85,450.26
39.04,483.87
40.72,486.14
56.53,457.01
72.99,433.25
41.79,455.87
39.96,471.36
70.8,431.44
41.44,481.74
59.39,447.61
74.93,445.44
43.43,451.38
40.35,490.5
68.94,437.13
54.5,450.76
58.95,442.4
67.69,440.22
40.1,445.98
40.6,486.33
43.5,476.91
51.86,458.64
53.16,459.78
41.14,461.44
44.63,459.81
43.72,453.94
56.89,441.51
43.56,463.91
66.48,433.83
58.05,444.53
40.71,473.56
68.67,433.73
39.99,482.83
59.57,440.96
43.71,472.59
69.88,432.6
39.58,472.31
68.14,432.19
41.66,485.13
64.34,440
69.89,430.33
76.2,437.81
41.17,489.62
39.85,473.47
48.14,451.14
71.85,438.71
41.58,464.64
40.35,481.77
62.26,435.03
41.17,488.57
50.32,448.4
69.13,425.29
71.94,435.21
68.94,425.61
63.09,443.66
70.02,445.8
67.79,444.72
70.02,440.93
67.25,435.02
34.69,477.68
46.63,452.1
64.69,435.84
71.97,438.8
75.23,434.07
63.07,446.82
41.16,467.46
66.51,439.09
73.67,435.9
56.53,454.12
74.9,435.87
50.9,457.08
72.43,429.99
64.69,435.09
40.66,467.99
59.14,448.51
77.95,438.01
63.86,450.64
46.97,464.4
71.73,436.36
46.97,459.39
58.79,444.26
60.08,451.49
43.56,469.23
46.21,439.55
66.48,435.13
41.93,467.48
43.14,476.55
58.95,449.26
41.4,475.8
64.15,448.43
77.17,430.33
42.86,471.38
42.44,478.37
56.53,459.45
53.16,456.29
41.1,458.31
67.69,430.9
37.73,472.08
44.63,455.22
70.8,433.07
40.81,484.49
69.82,438.44
69.23,433.18
63.94,449.02
45,469.38
42.74,466.1
40.71,466.99
42.28,466.73
39.66,481.45
68.61,450.54
44.78,463.46
70.72,438.72
65.06,444.84
41.01,465.9
44,470.93
58.79,444.39
49.69,454.59
60.93,436.71
70.36,436.5
42.03,465.2
38.47,468.9
49.5,463.39
39.64,477.07
72.39,432.45
47.83,454.35
66.44,435.79
39.82,469.9
44.47,470.66
40.02,476.69
40.81,489.18
51.43,448.98
37.87,462.16
74.9,434.17
49.83,467.1
35.57,486.8
41.23,463.21
52.72,463.65
44.84,474.57
47.03,461.02
73.67,438.33
41.35,462.21
68.08,436.7
39.39,468.84
70.8,437.47
44.85,469.18
60.23,445.25
61.27,454.03
46.63,451.31
66.54,437.97
41.16,467.25
70.04,436.28
40.66,455.85
67.17,433.53
36.71,471.93
52.9,460.2
42.99,467.42
47.45,444.52
44.47,465.22
40.92,467.01
58.59,451.47
35.47,489.64
67.07,434.14
43.65,484.94
72.29,441.5
44.05,447.96
63.47,442.62
44.03,464.35
50.16,435.49
58.96,451.41
69.84,431.69
53.16,460.67
71.43,438.78
47.45,449.57
40,454.14
64.96,428.63
49.25,452.94
61.02,436.17
77.95,434.18
63.87,443.24
42.77,466.37
50.32,444.5
44.58,464.44
49.15,465.62
59.92,439.84
44.6,471.3
46.63,453.05
59.07,443.54
59.43,441.92
66.44,429
58.2,453.66
66.51,438.32
66.51,440.04
47.45,451.5
62.39,452.15
63.94,446.11
50.78,446.7
41.82,479.4
43.56,472.94
58.86,446.2
69.94,443
69.48,443.15
49.78,453.54
43.43,453.47
56.53,457.17
40.69,469.03
59.43,438.9
60.37,438.52
56.65,456.18
48.06,461.52
40.55,462.69
40.81,476.63
41.55,475.44
49.02,441.54
44.71,463
63.78,448.65
42.85,482.22
42.07,467.25
41.74,477.16
69.68,447.2
39.37,483.74
60.32,447.09
57.17,442.12
39.9,487.84
57.85,447.36
76.86,431.64
38.68,482.97
60.37,436.41
41.1,451.66
39.3,464.17
70.94,443.51
72.58,429.25
68.61,446.47
66.05,443.75
59.21,445.33
58.79,449.66
41.74,487.25
73.67,429.15
66.86,450.84
54.3,468.1
71.58,433.58
70.72,433.02
61.86,447.14
43.14,466
60.77,444.43
69.45,441.83
68.94,437.48
71.58,434.45
60.27,446.31
40.22,484.66
66.54,429.01
70.79,428.72
25.36,469.43
67.83,432.28
62.44,442.46
39.85,479.32
35.79,482.79
58.46,440.75
70.47,433.34
40.81,483.8
65.46,442.99
59.15,441.71
41.74,487.85
42.02,475.46
45.09,467.47
35.57,491.4
71.37,439.25
59.15,442
60.27,441.56
39.64,465.82
44.21,463.1
44.84,461
40,480.83
59.8,450.14
71.14,460.02
61.47,442.59
37.49,480.38
43.14,459.59
52.9,460.82
43.02,467.16
67.32,439.81
42.77,464.27
42.34,469.13
70.32,430.4
64.69,436.72
52.9,460.84
62.26,436.04
68.63,453.47
40.64,478.13
64.05,447.44
50.23,458.59
70.32,434.64
39.1,460.7
54.2,450.75
39.16,464.37
66.86,454.84
39.58,465.95
39.04,485.57
78.05,434.29
40.73,461.58
40.77,475.55
44.2,476.12
41.39,480.25
57.76,450.61
38.08,482.38
48.06,446.83
71.73,434.67
68.08,429.33
42.77,460.51
58.05,447.16
58.96,457.43
47.45,446.62
64.63,450.36
38.73,467.54
40.67,489.25
62.1,450.44
50.78,445.17
43.67,472.44
65.48,449.21
60.77,447.35
61.5,445.31
40.02,476.45
70.17,432.07
50.16,453.29
66.54,432.17
40.6,474.35
39.28,478.07
39.96,468
71.77,430.12
44.9,456.42
54.3,460.73
47.45,449.34
48.14,456.31
71.25,431.38
76.2,437.62
64.69,435.85
48.98,454.5
46.21,444.36
40.02,477.84
41.5,472.45
68.84,439.31
79.05,434.01
69.89,434.47
38.56,481.3
63.07,444.23
71.32,435.7
58.62,449.4
42.23,461.16
41.4,472.54
75.6,440.87
60.29,444.94
44.03,474.61
39.81,483.71
40.64,469.65
39.61,469.42
40.92,460.33
41.49,470.07
63.21,442.23
41.93,467.51
40.6,475.14
40.2,464.79
69.51,436.3
41.14,469.04
69.59,432.58
41.26,477.57
68.08,435.91
62.1,452.03
71.06,432.6
57.32,442.01
58.59,452.41
40.64,485.28
52.3,441.15
48.6,454.47
41.92,464.95
75.33,433.57
40.96,488.65
50.16,449.74
54.42,454.72
41.78,474.58
41.2,467.01
52.09,450.53
56.89,456.33
72.99,435.02
56.85,437.4
67.17,442.75
58.86,443.69
58.96,456.54
68.3,431.79
58.46,446.66
44.88,461.9
41.7,452.58
44.99,460.53
58.79,448.32
40.77,478.82
60.37,438.39
71.98,426
50.66,456.61
39.48,484.26
66.25,434.73
64.45,458.97
56.65,457.72
60.23,439.88
69.84,427.33
61.87,449.05
73.68,425.17
77.24,430.51
73.67,435.56
40.73,465.94
62.52,456.56
43.67,477.34
58.59,451.28
63.77,443.86
51.19,449.03
40.46,476.81
67.22,445.3
41.67,464.93
39.35,471.83
69.68,439.79
40.71,483.19
66.54,429.48
59.54,439.36
77.54,434.09
57.25,455.15
44.57,443.66
41.04,468.88
68.63,453.84
43.72,456.34
39.72,457.26
50.9,453.99
38.06,483.8
40.69,479.35
43.14,467.06
39.82,473.56
69.04,444.13
67.07,443.39
73.56,434.03
48.7,453.36
49.16,443.55
47.45,448.59
60.77,439.91
41.17,477.62
41.01,465.74
36.54,475.48
76.16,437.47
50.78,445.03
75.33,431.58
63.31,440.4
63.76,435.21
40.79,457.09
67.71,444.77
37.9,465.61
42.48,453.12
66.54,441.71
41.01,474.52
72.24,434.92
63.09,450.18
38.91,485.12
74.67,428.48
48.41,443.5
64.05,439.83
67.07,435.94
69.75,435.75
44.6,467.68
67.71,446.77
74.99,440.17
58.96,460.25
43.72,454.98
69.68,440.97
40.69,481.59
41.62,464.72
65.48,452.85
43.14,461.27
41.2,474.96
49.69,454.97
42.86,471.64
35.79,484.82
44.57,448.91
68.14,437.67
40.83,470.13
63.73,441.9
64.79,442.12
68.63,450.26
39.72,457.16
68.63,446.33
50.32,442.71
68.27,426.22
69.04,440.85
41.44,473.17
38.91,485.89
53.16,455.76
73.42,432.81
37.92,470.59
43.13,473.93
60.08,456.62
57.32,442.73
56.53,456.4
58.79,442.86
68.27,434.89
70.09,439.96
66.49,433.36
47.43,439.4
68.24,426.25
73.17,433.72
70.47,434.47
67.07,433.15
71.97,430.23
41.17,468.76
40.07,489.59
42.86,463.09
45.38,459.94
44.6,459.48
41.17,488.82
44.85,463.71
71.25,431.91
46.63,453.62
69.34,434.74
63.07,442.16
40.46,475.42
62.39,438.31
40.8,479.56
39.37,487.94
53.82,459.95
69.98,430.65
41.14,461.49
45.01,460.11
48.41,445.4
58.82,442
52.08,451.3
65.18,437.27
41.49,473.19
69.94,440.09
63.13,441.91
41.93,479.85
73.88,436.97
63.73,442.18
45,481.83
44.21,468.97
71.58,434.26
44.88,468.53
59.39,441.31
40,458.74
59.8,453.17
53.82,462.09
70.02,437.83
40.8,476.28
40.8,483.36
39.66,482.62
70.36,438.46
42.04,466.4
38.52,459.01
41.14,477.8
39.18,474.49
44.58,463.69
71.85,427.56
64.63,446.57
40.07,490.11
75.23,438.57
61.5,448.08
40.66,463.1
68.31,443.34
44.92,464.01
49.16,443.78
40.27,476.18
48.92,449.27
39.28,469.34
71.98,431
41.4,449.5
40.64,475.73
70.02,440.31
39.64,473.54
42.86,471.75
41.92,467.21
62.44,437.99
51.43,446.67
43.56,482.43
61.02,436.19
66.75,431.23
59.43,440.76
40.55,462.13
71.37,432.67
40.07,495.21
58.82,441
42.86,467.47
59.8,453.24
40.75,478.07
68.27,426.67
74.78,436.39
63.13,440.75
68.67,434.65
44.68,465.75
43.14,481.56
35.79,485.17
68.3,434.15
69.94,438.48
42.18,466.56
45.51,468.46
54.2,440.55
38.01,461.54
41.17,475.64
74.78,438.75
69.04,439.19
74.33,435.21
65.46,444.46
69.13,426.18
43.67,472.65
58.79,441.51
48.98,460.38
41.7,463.33
58.12,453.33
37.14,475.01
56.85,440.01
74.93,441.52
69.13,426.47
74.67,433.55
58.95,449.28
69.89,438.1
43.52,457.45
57.19,439.91
68.24,433.92
39.85,475.89
40.78,468.5
41.04,457.11
61.5,447.83
70.72,445.54
48.06,440.99
40.71,469.31
68.67,438.8
44.63,463.5
73.18,437.88
47.43,446.86
74.87,436.16
63.91,440.64
48.98,459.79
39.63,465.97
68.08,443.79
40.78,483.03
40.1,467.28
69.89,435.79
41.79,474.09
50.16,450.21
60.75,438.42
69.84,432.7
71.25,431.93
41.92,470.95
68.27,433
68.67,443.06
72.24,434.56
70.04,428.88
41.62,462.84
69.13,435.27
61.08,447.09
39.16,469.52
61.87,443.54
39.82,472.52
36.71,474.93
58.2,458.56
42.32,470.92
60.1,450.46
74.22,436.55
63.94,443.9
61.86,439.72
41.39,479.53
71.25,430.94
74.34,433.94
57.5,449.98
58.46,447.16
44.34,468.8
50.16,450.33
75.23,441.78
38.44,492.93
69.04,436.72
41.17,468.72
62.96,453.03
69.51,434.35
52.3,441.99
59.54,446.09
41.79,457.12
44.89,457.67
49.16,442.87
48.92,445.56
39.72,460.15
41.31,485.6
39.16,468.87
40.64,477.78
40.71,475.46
41.74,472.12
48.92,461.14
77.95,431.28
75.6,440.28
72.58,428.93
71.73,436.78
44.57,448.17
57.43,446.11
40.55,476.72
69.71,442.23
56.9,436.95
47.83,463.22
61.87,446.58
47.01,454.85
55.68,435.04
69.04,441.26
70.04,435.21
40.66,456.63
39.72,480.21
66.54,442.47
70.04,432.56
59.27,445.57
52.75,459.48
36.18,472.76
69.45,439.97
40.12,456.2
66.56,433.52
41.17,475.13
48.98,448.43
40.66,466.42
72.43,426.2
58.46,441.88
40.6,473.84
70.36,434.06
64.79,441.41
49.15,467.72
45.51,469.83
45.01,471.47
67.71,442.26
40.64,474.99
66.05,439.47
41.54,477.05
44.05,443.45
58.95,440.42
51.3,449.67
41.62,462.73
68.51,441.61
43.67,478.27
74.99,442.51
66.51,437.57
57.32,446.18
56.65,453.96
63.76,437.24
38.52,450.48
71.77,426.14
59.43,438.28
50.66,455.86
73.11,440.15
38.5,491.54
71.58,437.75
66.56,434.18
44.2,465.57
71.37,443.29
68.51,432.51
35.71,468.75
41.01,466.75
61.27,448.51
45.87,482.69
40.78,469.97
58.95,449.89
41.1,464.18
73.4,436.85
39.61,482.17
42.48,456.65
71.58,434.51
69.51,430.07
39.81,483
46.93,453.87
41.16,462.56
71.97,437.33
39,460.73
47.43,452.13
66.54,432.41
50.59,459.27
40.55,467.7
61.45,442.78
50.88,464.37
78.87,432.01
69.89,431.01
58.62,450.23
40.77,480.56
52.75,470.93
37.86,463.58
73.03,437.03
57.32,446.48
71.25,433.85
64.63,446.04
67.32,436.92
43.72,458.92
40.81,474.36
49.69,455.6
49.3,439.82
60.23,437.42
70.72,439.94
41.17,474.4
71.14,432.46
63.09,452.86
59.87,445.18
64.15,450.07
38.91,470.63
41.16,462.67
68.08,428.34
70.4,431.37
41.74,474.23
49.15,459.81
58.12,455.25
41.26,480.68
57.5,447.3
36.71,475.59
72.86,439.43
41.22,488.75
71.14,457.29
58.2,446.94
39.42,473.78
58.41,449.49
51.19,444.74
39.16,460.29
74.87,445.5
62.91,455.22
73.4,439.33
61.41,451.4
44.92,467.71
48.06,454.04
66.54,436.69
70.98,436.32
59.8,451.64
74.16,432.84
40.55,461.73
44.68,458.87
40.92,465.88
63.86,445.12
41.46,480.87
48.6,442.48
40.07,495.76
49.21,447.67
66.49,437.24
58.46,449.63
67.9,428.12
58.41,446.27
74.33,426.48
52.36,451.42
37.73,475.02
69.48,432.31
38.44,485.78
58.71,443.33
40.1,474.28
69.14,435.22
50.32,442.1
40.02,479.43
71.06,430.98
40.05,467.24
70.32,437.83
43.8,466.68
25.88,464.11
48.6,459.69
37.85,468.31
62.91,442.18
39.52,468.51
44.63,460.06
39.37,483.82
40.56,472.98
68.24,427.38
46.18,465.05
45.01,454.06
61.02,440.85
38.73,465.7
72.58,428.05
59.27,444.81
49.39,449.24
53.82,458.29
36.08,486.52
54.2,444.26
67.25,436.5
40.35,472.69
66.48,435.62
77.95,437.61
45.08,466.71
38.06,482.78
72.29,432.13
47.83,454.21
46.48,452.66
52.84,439.08
41.35,465.01
37.49,478.87
63.91,448.37
39.96,473.22
71.14,461.18
51.19,446.93
61.02,437.5
39.04,479.2
49.39,449.63
43.7,463.64
39.82,470.17
54.3,459.97
40.2,466.99
37.5,473.1
71.77,428.58
47.93,438.79
41.93,466.77
50.9,455.09
71.94,427.49
50.16,451.49
70.72,442.88
69.89,433.5
67.69,433.02
43.22,464.39
63.13,443.51
39.16,460.47
54.2,443.41
73.5,435.22
50.9,458.67
57.76,454.62
41.17,488.53
71.98,433.64
40.71,477.14
66.86,454.46
79.74,431.29
59.27,453.4
70.32,432.5
70.36,438.38
35.76,473.31
62.52,451.87
44.85,464.27
42.18,463.3
41.17,475.13
68.3,430.48
43.22,466.83
61.02,442.86
73.18,429.38
74.22,431.58
60.77,444.59
60.37,441.33
77.24,433.57
47.93,441.29
68.24,429.41
71.06,435.6
45.01,470.79
44.34,475.06
40.69,475.37
62.96,444.37
39.96,474.49
71.85,427.82
77.17,432.75
64.63,450.28
56.65,457.09
51.43,449.94
78.05,431.31
46.93,450.86
39.72,458.8
67.79,442.78
73.88,435.75
42.18,458.46
42.99,470.68
49.39,461.54
41.67,465.66
51.43,447.91
40.92,467.05
71.22,437
41.17,481.38
40.66,463.83
60.95,457.03
44.78,454.97
74.33,430.26
43.77,457
39.33,492.22
64.79,441.2
44.6,460.21
63.31,440.7
69.4,430.62
62.66,438.71
56.89,441.9
73.77,430
59.87,441
50.32,442.44
68.84,437.06
44.63,471.78
62.04,449.65
71.77,429.25
25.88,462.7
36.71,478.88
40.81,474.73
70.17,433.02
58.66,450.92
39.99,466.2
39.66,484.16
68.63,448.45
44.9,461.5
60.32,445.01
69.45,442.89
60.08,450.86
57.85,450.5
62.04,446.48
50.59,459.6
51.43,444.09
44.2,462.09
39.96,468.96
75.23,439.03
44.34,468.53
67.69,426.91
36.71,472.81
58.66,451.03
69.45,437.18
40.03,469.75
67.83,425.36
72.43,432.94
64.45,450.84
44.6,470.02
44.2,456.36
58.18,444.12
68.51,432.38
53.29,458.37
45.87,468.14
59.8,450.07
42.02,471.43
47.45,451.95
68.14,425.27
76.86,436.64
36.25,488.2
73.56,430.14
60.27,440.31
43.79,464.41
46.33,451.22
50.32,444.74
66.44,427.83
70.32,438.52
70.47,434.94
70.32,431.82
59.21,444.16
40.03,470.75
73.42,432.79
67.83,433.32
74.22,437.47
47.93,438.09
42.23,461.56
43.99,474.17
65.48,443.92
37.7,479.16
70.72,436.19
48.92,455.07
61.41,449.7
68.63,449.41
70.98,437.83
49.15,457.54
72.99,435.68
